"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"2011","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","24.7",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.8",""
"2011","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2011","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.6",""
"2011","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.2",""
"2011","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.4",""
"2011","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2011","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2011","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2011","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.8",""
"2011","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2011","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","23.7",""
"2011","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4","p"
"2011","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.1","p"
"2011","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1",""
"2011","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.8",""
"2011","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.1",""
